uwi,formatted uwi,tvd top depth (m),tvd bottom depth (m),tmd top depth (m),tmd bottom depth (m),formation name
100060505619W500,100/06-05-056-19W5/00,2117.27,2188.43,2117.27,2188.43,CARDIUM SD
100060505619W500,100/06-05-056-19W5/00,2188.43,2400.31,2188.43,2400.31,SECOND WHITE SPECKS
100060505619W500,100/06-05-056-19W5/00,2400.31,2484.87,2400.31,2484.87,DUNVEGAN FM
100060505619W500,100/06-05-056-19W5/00,2484.87,2519.31,2484.87,2519.31,BASE FISH SCALES MARKER
100060505619W500,100/06-05-056-19W5/00,2519.31,2537.77,2519.31,2537.77,PEACE RIVER FM
100060505619W500,100/06-05-056-19W5/00,2537.77,2544.81,2537.77,2544.81,HARMON MBR
100060505619W500,100/06-05-056-19W5/00,2544.81,2751.41,2544.81,2751.41,SPIRIT RIVER FM
100060505619W500,100/06-05-056-19W5/00,2751.41,2762.63,2751.41,2762.63,BLUESKY FM
100060505619W500,100/06-05-056-19W5/00,2762.63,1000000,2762.63,1000000,GETHING FM
100060505619W502,100/06-05-056-19W5/02,1780.32,1922.03,1780.32,1922.03,LEA PARK FM
100060505619W502,100/06-05-056-19W5/02,1922.03,2022.95,1922.03,2022.95,COLORADO GRP
100060505619W502,100/06-05-056-19W5/02,2022.95,2091.31,2022.95,2091.31,BADHEART FM
100060505619W502,100/06-05-056-19W5/02,2091.31,2117.27,2091.31,2117.27,CARDIUM FM
100060505619W502,100/06-05-056-19W5/02,2117.27,2188.43,2117.27,2188.43,CARDIUM SD
100060505619W502,100/06-05-056-19W5/02,2188.43,2400.31,2188.43,2400.31,SECOND WHITE SPECKS
100060505619W502,100/06-05-056-19W5/02,2400.31,2484.87,2400.31,2484.87,DUNVEGAN FM
100060505619W502,100/06-05-056-19W5/02,2484.87,2519.31,2484.87,2519.31,BASE FISH SCALES MARKER
100060505619W502,100/06-05-056-19W5/02,2519.31,2537.77,2519.31,2537.77,PEACE RIVER FM
100060505619W502,100/06-05-056-19W5/02,2537.77,2544.81,2537.77,2544.81,HARMON MBR
100060505619W502,100/06-05-056-19W5/02,2544.81,2751.41,2544.81,2751.41,SPIRIT RIVER FM
100060505619W502,100/06-05-056-19W5/02,2751.41,2762.63,2751.41,2762.63,BLUESKY FM
100060505619W502,100/06-05-056-19W5/02,2762.63,1000000,2762.63,1000000,GETHING FM
100060805719W500,100/06-08-057-19W5/00,1797.66,1921.2,1813.43,1941.87,LEA PARK FM
100060805719W500,100/06-08-057-19W5/00,1921.2,2017.5,1941.87,2018.71,COLORADO GRP
100060805719W500,100/06-08-057-19W5/00,2017.5,2087.88,2018.71,2091.79,BADHEART FM
100060805719W500,100/06-08-057-19W5/00,2087.88,2107.41,2091.79,2107.94,CARDIUM FM
100060805719W500,100/06-08-057-19W5/00,2107.41,2271.32,2107.94,2308.02,CARDIUM SD
100060805719W500,100/06-08-057-19W5/00,2271.32,2463,2308.02,2508.5,SECOND WHITE SPECKS
100060805719W500,100/06-08-057-19W5/00,2463,2500.4,2508.5,2547.5,BASE FISH SCALES MARKER
100060805719W500,100/06-08-057-19W5/00,2500.4,2520.6,2547.5,2568.5,VIKING SANDSTONE
100060805719W500,100/06-08-057-19W5/00,2520.6,2526.3,2568.5,2574.5,JOLI FOU FM
100060805719W500,100/06-08-057-19W5/00,2526.3,2737.8,2574.5,2795.5,MANNVILLE GRP
100060805719W500,100/06-08-057-19W5/00,2737.8,2756.4,2795.5,2815,BLUESKY FM
100060805719W500,100/06-08-057-19W5/00,2756.4,2819.9,2815,2881.5,GETHING FM
100060805719W500,100/06-08-057-19W5/00,2819.9,1000000,2881.5,1000000,FERNIE GRP
100060805719W502,100/06-08-057-19W5/02,1797.66,1921.2,1813.43,1941.87,LEA PARK FM
100060805719W502,100/06-08-057-19W5/02,1921.2,2017.5,1941.87,2018.71,COLORADO GRP
100060805719W502,100/06-08-057-19W5/02,2017.5,2087.88,2018.71,2091.79,BADHEART FM
100060805719W502,100/06-08-057-19W5/02,2087.88,2107.41,2091.79,2107.94,CARDIUM FM
100060805719W502,100/06-08-057-19W5/02,2107.41,2271.32,2107.94,2308.02,CARDIUM SD
100060805719W502,100/06-08-057-19W5/02,2271.32,2463,2308.02,2508.5,SECOND WHITE SPECKS
100060805719W502,100/06-08-057-19W5/02,2463,2500.4,2508.5,2547.5,BASE FISH SCALES MARKER
100060805719W502,100/06-08-057-19W5/02,2500.4,2520.6,2547.5,2568.5,VIKING SANDSTONE
100060805719W502,100/06-08-057-19W5/02,2520.6,2526.3,2568.5,2574.5,JOLI FOU FM
100060805719W502,100/06-08-057-19W5/02,2526.3,2737.8,2574.5,2795.5,MANNVILLE GRP
100060805719W502,100/06-08-057-19W5/02,2737.8,2756.4,2795.5,2815,BLUESKY FM
100060805719W502,100/06-08-057-19W5/02,2756.4,2819.9,2815,2881.5,GETHING FM
100060805719W502,100/06-08-057-19W5/02,2819.9,1000000,2881.5,1000000,FERNIE GRP
100060805719W503,100/06-08-057-19W5/03,1797.66,1921.2,1813.43,1941.87,LEA PARK FM
100060805719W503,100/06-08-057-19W5/03,1921.2,2017.5,1941.87,2018.71,COLORADO GRP
100060805719W503,100/06-08-057-19W5/03,2017.5,2087.88,2018.71,2091.79,BADHEART FM
100060805719W503,100/06-08-057-19W5/03,2087.88,2107.41,2091.79,2107.94,CARDIUM FM
100060805719W503,100/06-08-057-19W5/03,2107.41,2271.32,2107.94,2308.02,CARDIUM SD
100060805719W503,100/06-08-057-19W5/03,2271.32,2463,2308.02,2508.5,SECOND WHITE SPECKS
100060805719W503,100/06-08-057-19W5/03,2463,2500.4,2508.5,2547.5,BASE FISH SCALES MARKER
100060805719W503,100/06-08-057-19W5/03,2500.4,2520.6,2547.5,2568.5,VIKING SANDSTONE
100060805719W503,100/06-08-057-19W5/03,2520.6,2526.3,2568.5,2574.5,JOLI FOU FM
100060805719W503,100/06-08-057-19W5/03,2526.3,2737.8,2574.5,2795.5,MANNVILLE GRP
100060805719W503,100/06-08-057-19W5/03,2737.8,2756.4,2795.5,2815,BLUESKY FM
100060805719W503,100/06-08-057-19W5/03,2756.4,2819.9,2815,2881.5,GETHING FM
100060805719W503,100/06-08-057-19W5/03,2819.9,1000000,2881.5,1000000,FERNIE GRP
100060905618W500,100/06-09-056-18W5/00,1290,1604,1290,1604,BELLY RIVER GRP
100060905618W500,100/06-09-056-18W5/00,1604,1616,1604,1616,BASAL BELLY RIVER SD
100060905618W500,100/06-09-056-18W5/00,1616,1739,1616,1739,LEA PARK FM
100060905618W500,100/06-09-056-18W5/00,1739,1899,1739,1899,COLORADO GRP
100060905618W500,100/06-09-056-18W5/00,1899,1932.5,1899,1932.5,CARDIUM FM
100060905618W500,100/06-09-056-18W5/00,1932.5,2041,1932.5,2041,CARDIUM SD
100060905618W500,100/06-09-056-18W5/00,2041,1000000,2041,1000000,SECOND WHITE SPECKS
100061305620W500,100/06-13-056-20W5/00,1865,2001,1865,2001,LEA PARK FM
100061305620W500,100/06-13-056-20W5/00,2001,2103.5,2001,2103.5,COLORADO GRP
100061305620W500,100/06-13-056-20W5/00,2103.5,2123,2103.5,2123,BADHEART FM
100061305620W500,100/06-13-056-20W5/00,2123,2181,2123,2181,MUSKIKI FM
100061305620W500,100/06-13-056-20W5/00,2181,2197,2181,2197,CARDIUM FM
100061305620W500,100/06-13-056-20W5/00,2197,2242,2197,2242,CARDIUM SD
100061305620W500,100/06-13-056-20W5/00,2242,1000000,2242,1000000,KASKAPAU FM
100061305620W502,100/06-13-056-20W5/02,1865,2001,1865,2001,LEA PARK FM
100061305620W502,100/06-13-056-20W5/02,2001,2103.5,2001,2103.5,COLORADO GRP
100061305620W502,100/06-13-056-20W5/02,2103.5,2123,2103.5,2123,BADHEART FM
100061305620W502,100/06-13-056-20W5/02,2123,2181,2123,2181,MUSKIKI FM
100061305620W502,100/06-13-056-20W5/02,2181,2197,2181,2197,CARDIUM FM
100061305620W502,100/06-13-056-20W5/02,2197,2242,2197,2242,CARDIUM SD
100061305620W502,100/06-13-056-20W5/02,2242,1000000,2242,1000000,KASKAPAU FM
100062105619W500,100/06-21-056-19W5/00,1426,1728.5,1426,1728.5,BELLY RIVER GRP
100062105619W500,100/06-21-056-19W5/00,1728.5,1803,1728.5,1803,LEA PARK FM
100062105619W500,100/06-21-056-19W5/00,1803,1957,1803,1957,COLORADO GRP
100062105619W500,100/06-21-056-19W5/00,1957,2032,1957,2032,BADHEART FM
100062105619W500,100/06-21-056-19W5/00,2032,2051.5,2032,2051.5,CARDIUM FM
100062105619W500,100/06-21-056-19W5/00,2051.5,2163.5,2051.5,2163.5,CARDIUM SD
100062105619W500,100/06-21-056-19W5/00,2163.5,1000000,2163.5,1000000,SECOND WHITE SPECKS
100062605620W500,100/06-26-056-20W5/00,1719,1804,1719,1804,LEA PARK FM
100062605620W500,100/06-26-056-20W5/00,1804,1936,1804,1936,COLORADO GRP
100062605620W500,100/06-26-056-20W5/00,1936,1954,1936,1954,BADHEART FM
100062605620W500,100/06-26-056-20W5/00,1954,2013,1954,2013,MUSKIKI FM
100062605620W500,100/06-26-056-20W5/00,2013,2029.6,2013,2029.6,CARDIUM FM
100062605620W500,100/06-26-056-20W5/00,2029.6,2068.3,2029.6,2068.3,CARDIUM SD
100062605620W500,100/06-26-056-20W5/00,2068.3,2194,2068.3,2194,KASKAPAU FM
100062605620W500,100/06-26-056-20W5/00,2194,1000000,2194,1000000,SECOND WHITE SPECKS
100062805619W500,100/06-28-056-19W5/00,1840.4,1937.9,1840.4,1937.9,LEA PARK FM
100062805619W500,100/06-28-056-19W5/00,1937.9,2063.5,1937.9,2063.5,COLORADO GRP
100062805619W500,100/06-28-056-19W5/00,2063.5,2135.4,2063.5,2135.4,BADHEART FM
100062805619W500,100/06-28-056-19W5/00,2135.4,2155.2,2135.4,2155.2,CARDIUM FM
100062805619W500,100/06-28-056-19W5/00,2155.2,2203.7,2155.2,2203.7,CARDIUM SD
100062805619W500,100/06-28-056-19W5/00,2203.7,2267.4,2203.7,2267.4,BLACKSTONE FM
100062805619W500,100/06-28-056-19W5/00,2267.4,2509.4,2267.4,2509.4,SECOND WHITE SPECKS
100062805619W500,100/06-28-056-19W5/00,2509.4,2546.3,2509.4,2546.3,BASE FISH SCALES MARKER
100062805619W500,100/06-28-056-19W5/00,2546.3,1000000,2546.3,1000000,VIKING SANDSTONE
100063505620W500,100/06-35-056-20W5/00,1380.5,1714,1380.5,1714,BELLY RIVER GRP
100063505620W500,100/06-35-056-20W5/00,1714,1817.5,1714,1817.5,LEA PARK FM
100063505620W500,100/06-35-056-20W5/00,1817.5,2017,1817.5,2017,COLORADO GRP
100063505620W500,100/06-35-056-20W5/00,2017,2020,2017,2020,CARDIUM SD
100063505620W500,100/06-35-056-20W5/00,2020,2134.5,2020,2134.5,KASKAPAU FM
100063505620W500,100/06-35-056-20W5/00,2134.5,1000000,2134.5,1000000,SECOND WHITE SPECKS
100070305719W500,100/07-03-057-19W5/00,2424.8,2463.2,2424.8,2463.2,BASE FISH SCALES MARKER
100070305719W500,100/07-03-057-19W5/00,2463.2,2485.2,2463.2,2485.2,VIKING SANDSTONE
100070305719W500,100/07-03-057-19W5/00,2485.2,2489.9,2485.2,2489.9,JOLI FOU FM
100070305719W500,100/07-03-057-19W5/00,2489.9,2695.75,2489.9,2695.75,MANNVILLE GRP
100070305719W500,100/07-03-057-19W5/00,2695.75,2711.12,2695.75,2711.12,BLUESKY FM
100070305719W500,100/07-03-057-19W5/00,2711.12,2779.16,2711.12,2779.16,GETHING FM
100070305719W500,100/07-03-057-19W5/00,2779.16,2830.7,2779.16,2830.7,FERNIE GRP
100070305719W500,100/07-03-057-19W5/00,2830.7,1000000,2830.7,1000000,NORDEGG MBR
100070305719W502,100/07-03-057-19W5/02,2424.8,2463.2,2424.8,2463.2,BASE FISH SCALES MARKER
100070305719W502,100/07-03-057-19W5/02,2463.2,2485.2,2463.2,2485.2,VIKING SANDSTONE
100070305719W502,100/07-03-057-19W5/02,2485.2,2489.9,2485.2,2489.9,JOLI FOU FM
100070305719W502,100/07-03-057-19W5/02,2489.9,2695.75,2489.9,2695.75,MANNVILLE GRP
100070305719W502,100/07-03-057-19W5/02,2695.75,2711.12,2695.75,2711.12,BLUESKY FM
100070305719W502,100/07-03-057-19W5/02,2711.12,2779.16,2711.12,2779.16,GETHING FM
100070305719W502,100/07-03-057-19W5/02,2779.16,2830.7,2779.16,2830.7,FERNIE GRP
100070305719W502,100/07-03-057-19W5/02,2830.7,1000000,2830.7,1000000,NORDEGG MBR
100070305719W503,100/07-03-057-19W5/03,2424.8,2463.2,2424.8,2463.2,BASE FISH SCALES MARKER
100070305719W503,100/07-03-057-19W5/03,2463.2,2485.2,2463.2,2485.2,VIKING SANDSTONE
100070305719W503,100/07-03-057-19W5/03,2485.2,2489.9,2485.2,2489.9,JOLI FOU FM
100070305719W503,100/07-03-057-19W5/03,2489.9,2695.75,2489.9,2695.75,MANNVILLE GRP
100070305719W503,100/07-03-057-19W5/03,2695.75,2711.12,2695.75,2711.12,BLUESKY FM
100070305719W503,100/07-03-057-19W5/03,2711.12,2779.16,2711.12,2779.16,GETHING FM
100070305719W503,100/07-03-057-19W5/03,2779.16,2830.7,2779.16,2830.7,FERNIE GRP
100070305719W503,100/07-03-057-19W5/03,2830.7,1000000,2830.7,1000000,NORDEGG MBR
100070305719W504,100/07-03-057-19W5/04,2424.8,2463.2,2424.8,2463.2,BASE FISH SCALES MARKER
100070305719W504,100/07-03-057-19W5/04,2463.2,2485.2,2463.2,2485.2,VIKING SANDSTONE
100070305719W504,100/07-03-057-19W5/04,2485.2,2489.9,2485.2,2489.9,JOLI FOU FM
100070305719W504,100/07-03-057-19W5/04,2489.9,2695.75,2489.9,2695.75,MANNVILLE GRP
100070305719W504,100/07-03-057-19W5/04,2695.75,2711.12,2695.75,2711.12,BLUESKY FM
100070305719W504,100/07-03-057-19W5/04,2711.12,2779.16,2711.12,2779.16,GETHING FM
100070305719W504,100/07-03-057-19W5/04,2779.16,2830.7,2779.16,2830.7,FERNIE GRP
100070305719W504,100/07-03-057-19W5/04,2830.7,1000000,2830.7,1000000,NORDEGG MBR
100070305719W505,100/07-03-057-19W5/05,2424.8,2463.2,2424.8,2463.2,BASE FISH SCALES MARKER
100070305719W505,100/07-03-057-19W5/05,2463.2,2485.2,2463.2,2485.2,VIKING SANDSTONE
100070305719W505,100/07-03-057-19W5/05,2485.2,2489.9,2485.2,2489.9,JOLI FOU FM
100070305719W505,100/07-03-057-19W5/05,2489.9,2695.75,2489.9,2695.75,MANNVILLE GRP
100070305719W505,100/07-03-057-19W5/05,2695.75,2711.12,2695.75,2711.12,BLUESKY FM
100070305719W505,100/07-03-057-19W5/05,2711.12,2779.16,2711.12,2779.16,GETHING FM
100070305719W505,100/07-03-057-19W5/05,2779.16,2830.7,2779.16,2830.7,FERNIE GRP
100070305719W505,100/07-03-057-19W5/05,2830.7,1000000,2830.7,1000000,NORDEGG MBR
100070705619W500,100/07-07-056-19W5/00,1577,1869,1577,1869,BELLY RIVER GRP
100070705619W500,100/07-07-056-19W5/00,1869,1969.5,1869,1969.5,LEA PARK FM
100070705619W500,100/07-07-056-19W5/00,1969.5,2087,1969.5,2087,COLORADO GRP
100070705619W500,100/07-07-056-19W5/00,2087,2105,2087,2105,BADHEART FM
100070705619W500,100/07-07-056-19W5/00,2105,2154,2105,2154,MUSKIKI FM
100070705619W500,100/07-07-056-19W5/00,2154,2181,2154,2181,CARDIUM FM
100070705619W500,100/07-07-056-19W5/00,2181,2229,2181,2229,CARDIUM SD
100070705619W500,100/07-07-056-19W5/00,2229,2296.7,2229,2296.7,BLACKSTONE FM
100070705619W500,100/07-07-056-19W5/00,2296.7,1000000,2296.7,1000000,SECOND WHITE SPECKS
100070705619W502,100/07-07-056-19W5/02,1577,1869,1577,1869,BELLY RIVER GRP
100070705619W502,100/07-07-056-19W5/02,1869,1969.5,1869,1969.5,LEA PARK FM
100070705619W502,100/07-07-056-19W5/02,1969.5,2087,1969.5,2087,COLORADO GRP
100070705619W502,100/07-07-056-19W5/02,2087,2105,2087,2105,BADHEART FM
100070705619W502,100/07-07-056-19W5/02,2105,2154,2105,2154,MUSKIKI FM
100070705619W502,100/07-07-056-19W5/02,2154,2181,2154,2181,CARDIUM FM
100070705619W502,100/07-07-056-19W5/02,2181,2229,2181,2229,CARDIUM SD
100070705619W502,100/07-07-056-19W5/02,2229,2296.7,2229,2296.7,BLACKSTONE FM
100070705619W502,100/07-07-056-19W5/02,2296.7,1000000,2296.7,1000000,SECOND WHITE SPECKS
100070905719W500,100/07-09-057-19W5/00,1333,1671,1333,1671,BELLY RIVER GRP
100070905719W500,100/07-09-057-19W5/00,1671,1783,1671,1783,LEA PARK FM
100070905719W500,100/07-09-057-19W5/00,1783,1905,1783,1905,COLORADO GRP
100070905719W500,100/07-09-057-19W5/00,1905,1959,1905,1959,MUSKIKI FM
100070905719W500,100/07-09-057-19W5/00,1959,1977.5,1959,1977.5,CARDIUM FM
100070905719W500,100/07-09-057-19W5/00,1977.5,2020,1977.5,2020,CARDIUM SD
100070905719W500,100/07-09-057-19W5/00,2020,2090,2020,2090,KASKAPAU FM
100070905719W500,100/07-09-057-19W5/00,2090,2270,2090,2270,SECOND WHITE SPECKS
100070905719W500,100/07-09-057-19W5/00,2270,2285,2270,2285,DUNVEGAN FM
100070905719W500,100/07-09-057-19W5/00,2285,2333,2285,2333,SHAFTESBURY FM
100070905719W500,100/07-09-057-19W5/00,2333,2359,2333,2359,BASE FISH SCALES MARKER
100070905719W500,100/07-09-057-19W5/00,2359,2372,2359,2372,VIKING FM
100070905719W500,100/07-09-057-19W5/00,2372,2394.5,2372,2394.5,VIKING SANDSTONE
100070905719W500,100/07-09-057-19W5/00,2394.5,2398,2394.5,2398,JOLI FOU FM
100070905719W500,100/07-09-057-19W5/00,2398,2601,2398,2601,MANNVILLE GRP
100070905719W500,100/07-09-057-19W5/00,2601,2616,2601,2616,BLUESKY FM
100070905719W500,100/07-09-057-19W5/00,2616,2692.5,2616,2692.5,GETHING FM
100070905719W500,100/07-09-057-19W5/00,2692.5,2736,2692.5,2736,FERNIE GRP
100070905719W500,100/07-09-057-19W5/00,2736,2787.5,2736,2787.5,NORDEGG MBR
100070905719W500,100/07-09-057-19W5/00,2787.5,1000000,2787.5,1000000,MONTNEY FM
100070905719W502,100/07-09-057-19W5/02,1333,1671,1333,1671,BELLY RIVER GRP
100070905719W502,100/07-09-057-19W5/02,1671,1783,1671,1783,LEA PARK FM
100070905719W502,100/07-09-057-19W5/02,1783,1905,1783,1905,COLORADO GRP
100070905719W502,100/07-09-057-19W5/02,1905,1959,1905,1959,MUSKIKI FM
100070905719W502,100/07-09-057-19W5/02,1959,1977.5,1959,1977.5,CARDIUM FM
100070905719W502,100/07-09-057-19W5/02,1977.5,2020,1977.5,2020,CARDIUM SD
100070905719W502,100/07-09-057-19W5/02,2020,2090,2020,2090,KASKAPAU FM
100070905719W502,100/07-09-057-19W5/02,2090,2270,2090,2270,SECOND WHITE SPECKS
100070905719W502,100/07-09-057-19W5/02,2270,2285,2270,2285,DUNVEGAN FM
100070905719W502,100/07-09-057-19W5/02,2285,2333,2285,2333,SHAFTESBURY FM
100070905719W502,100/07-09-057-19W5/02,2333,2359,2333,2359,BASE FISH SCALES MARKER
100070905719W502,100/07-09-057-19W5/02,2359,2372,2359,2372,VIKING FM
100070905719W502,100/07-09-057-19W5/02,2372,2394.5,2372,2394.5,VIKING SANDSTONE
100070905719W502,100/07-09-057-19W5/02,2394.5,2398,2394.5,2398,JOLI FOU FM
100070905719W502,100/07-09-057-19W5/02,2398,2601,2398,2601,MANNVILLE GRP
100070905719W502,100/07-09-057-19W5/02,2601,2616,2601,2616,BLUESKY FM
100070905719W502,100/07-09-057-19W5/02,2616,2692.5,2616,2692.5,GETHING FM
100070905719W502,100/07-09-057-19W5/02,2692.5,2736,2692.5,2736,FERNIE GRP
100070905719W502,100/07-09-057-19W5/02,2736,2787.5,2736,2787.5,NORDEGG MBR
100070905719W502,100/07-09-057-19W5/02,2787.5,1000000,2787.5,1000000,MONTNEY FM
100071005619W500,100/07-10-056-19W5/00,1339.6,1649.6,1339.6,1649.6,BELLY RIVER GRP
100071005619W500,100/07-10-056-19W5/00,1649.6,1752.6,1649.6,1752.6,LEA PARK FM
100071005619W500,100/07-10-056-19W5/00,1752.6,1959.9,1752.6,1959.9,COLORADO GRP
100071005619W500,100/07-10-056-19W5/00,1959.9,1978.8,1959.9,1978.8,CARDIUM FM
100071005619W500,100/07-10-056-19W5/00,1978.8,2090.9,1978.8,2090.9,CARDIUM SD
100071005619W500,100/07-10-056-19W5/00,2090.9,2334.8,2090.9,2334.8,SECOND WHITE SPECKS
100071005619W500,100/07-10-056-19W5/00,2334.8,2371.3,2334.8,2371.3,BASE FISH SCALES MARKER
100071005619W500,100/07-10-056-19W5/00,2371.3,2398.2,2371.3,2398.2,VIKING SANDSTONE
100071005619W500,100/07-10-056-19W5/00,2398.2,2598.1,2398.2,2598.1,MANNVILLE GRP
100071005619W500,100/07-10-056-19W5/00,2598.1,2612.1,2598.1,2612.1,BLUESKY FM
100071005619W500,100/07-10-056-19W5/00,2612.1,2665.8,2612.1,2665.8,GETHING FM
100071005619W500,100/07-10-056-19W5/00,2665.8,2724.9,2665.8,2724.9,FERNIE GRP
100071005619W500,100/07-10-056-19W5/00,2724.9,2785,2724.9,2785,NORDEGG MBR
100071005619W500,100/07-10-056-19W5/00,2785,2807.2,2785,2807.2,TRIASSIC SYSTEM
100071005619W500,100/07-10-056-19W5/00,2807.2,2817.9,2807.2,2817.9,ELKTON MBR
100071005619W500,100/07-10-056-19W5/00,2817.9,1000000,2817.9,1000000,SHUNDA FM
100071305620W500,100/07-13-056-20W5/00,835.8,922.3,835.8,922.3,EDMONTON GRP
100071305620W500,100/07-13-056-20W5/00,922.3,1485.3,922.3,1485.3,KNEEHILLS TUFF MEMBER
100071305620W500,100/07-13-056-20W5/00,1485.3,1528.6,1485.3,1528.6,BEARPAW FM
100071305620W500,100/07-13-056-20W5/00,1528.6,1859.9,1528.6,1859.9,BELLY RIVER GRP
100071305620W500,100/07-13-056-20W5/00,1859.9,1962.3,1859.9,1962.3,LEA PARK FM
100071305620W500,100/07-13-056-20W5/00,1962.3,2092.8,1962.3,2092.8,COLORADO GRP
100071305620W500,100/07-13-056-20W5/00,2092.8,2169.6,2092.8,2169.6,BADHEART FM
100071305620W500,100/07-13-056-20W5/00,2169.6,2186,2169.6,2186,CARDIUM FM
100071305620W500,100/07-13-056-20W5/00,2186,2307,2186,2307,CARDIUM SD
100071305620W500,100/07-13-056-20W5/00,2307,2547.8,2307,2547.8,SECOND WHITE SPECKS
100071305620W500,100/07-13-056-20W5/00,2547.8,2576.8,2547.8,2576.8,BASE FISH SCALES MARKER
100071305620W500,100/07-13-056-20W5/00,2576.8,2601.5,2576.8,2601.5,VIKING SANDSTONE
100071305620W500,100/07-13-056-20W5/00,2601.5,2608.8,2601.5,2608.8,JOLI FOU FM
100071305620W500,100/07-13-056-20W5/00,2608.8,2900.8,2608.8,2900.8,BLAIRMORE GRP
100071305620W500,100/07-13-056-20W5/00,2900.8,2943.5,2900.8,2943.5,FERNIE GRP
100071305620W500,100/07-13-056-20W5/00,2943.5,3001.7,2943.5,3001.7,NORDEGG MBR
100071305620W500,100/07-13-056-20W5/00,3001.7,3028.2,3001.7,3028.2,TRIASSIC SYSTEM
100071305620W500,100/07-13-056-20W5/00,3028.2,3066.9,3028.2,3066.9,TURNER VALLEY FM
100071305620W500,100/07-13-056-20W5/00,3066.9,3135.8,3066.9,3135.8,SHUNDA FM
100071305620W500,100/07-13-056-20W5/00,3135.8,3176.6,3135.8,3176.6,PEKISKO FM
100071305620W500,100/07-13-056-20W5/00,3176.6,3361.3,3176.6,3361.3,BANFF FM
100071305620W500,100/07-13-056-20W5/00,3361.3,3363.5,3361.3,3363.5,EXSHAW FM
100071305620W500,100/07-13-056-20W5/00,3363.5,3579,3363.5,3579,WABAMUN GRP
100071305620W500,100/07-13-056-20W5/00,3579,3640.2,3579,3640.2,WINTERBURN GRP
100071305620W500,100/07-13-056-20W5/00,3640.2,3737.8,3640.2,3737.8,WOODBEND GRP
100071305620W500,100/07-13-056-20W5/00,3737.8,1000000,3737.8,1000000,LEDUC FM
100071305620W502,100/07-13-056-20W5/02,835.8,922.3,835.8,922.3,EDMONTON GRP
100071305620W502,100/07-13-056-20W5/02,922.3,1485.3,922.3,1485.3,KNEEHILLS TUFF MEMBER
100071305620W502,100/07-13-056-20W5/02,1485.3,1528.6,1485.3,1528.6,BEARPAW FM
100071305620W502,100/07-13-056-20W5/02,1528.6,1859.9,1528.6,1859.9,BELLY RIVER GRP
100071305620W502,100/07-13-056-20W5/02,1859.9,1962.3,1859.9,1962.3,LEA PARK FM
100071305620W502,100/07-13-056-20W5/02,1962.3,2092.8,1962.3,2092.8,COLORADO GRP
100071305620W502,100/07-13-056-20W5/02,2092.8,2169.6,2092.8,2169.6,BADHEART FM
100071305620W502,100/07-13-056-20W5/02,2169.6,2186,2169.6,2186,CARDIUM FM
100071305620W502,100/07-13-056-20W5/02,2186,2307,2186,2307,CARDIUM SD
100071305620W502,100/07-13-056-20W5/02,2307,2547.8,2307,2547.8,SECOND WHITE SPECKS
100071305620W502,100/07-13-056-20W5/02,2547.8,2576.8,2547.8,2576.8,BASE FISH SCALES MARKER
100071305620W502,100/07-13-056-20W5/02,2576.8,2601.5,2576.8,2601.5,VIKING SANDSTONE
100071305620W502,100/07-13-056-20W5/02,2601.5,2608.8,2601.5,2608.8,JOLI FOU FM
100071305620W502,100/07-13-056-20W5/02,2608.8,2900.8,2608.8,2900.8,BLAIRMORE GRP
100071305620W502,100/07-13-056-20W5/02,2900.8,2943.5,2900.8,2943.5,FERNIE GRP
100071305620W502,100/07-13-056-20W5/02,2943.5,3001.7,2943.5,3001.7,NORDEGG MBR
100071305620W502,100/07-13-056-20W5/02,3001.7,3028.2,3001.7,3028.2,TRIASSIC SYSTEM
100071305620W502,100/07-13-056-20W5/02,3028.2,3066.9,3028.2,3066.9,TURNER VALLEY FM
100071305620W502,100/07-13-056-20W5/02,3066.9,3135.8,3066.9,3135.8,SHUNDA FM
100071305620W502,100/07-13-056-20W5/02,3135.8,3176.6,3135.8,3176.6,PEKISKO FM
100071305620W502,100/07-13-056-20W5/02,3176.6,3361.3,3176.6,3361.3,BANFF FM
100071305620W502,100/07-13-056-20W5/02,3361.3,3363.5,3361.3,3363.5,EXSHAW FM
100071305620W502,100/07-13-056-20W5/02,3363.5,3579,3363.5,3579,WABAMUN GRP
100071305620W502,100/07-13-056-20W5/02,3579,3640.2,3579,3640.2,WINTERBURN GRP
100071305620W502,100/07-13-056-20W5/02,3640.2,3737.8,3640.2,3737.8,WOODBEND GRP
100071305620W502,100/07-13-056-20W5/02,3737.8,1000000,3737.8,1000000,LEDUC FM
100071405619W500,100/07-14-056-19W5/00,1677.5,2001.5,1677.5,2001.5,LEA PARK FM
100071405619W500,100/07-14-056-19W5/00,2001.5,2351.5,2001.5,2351.5,CARDIUM SD
100071405619W500,100/07-14-056-19W5/00,2351.5,2390,2351.5,2390,BASE FISH SCALES MARKER
100071405619W500,100/07-14-056-19W5/00,2390,2416.5,2390,2416.5,VIKING SANDSTONE
100071405619W500,100/07-14-056-19W5/00,2416.5,2621,2416.5,2621,MANNVILLE GRP
100071405619W500,100/07-14-056-19W5/00,2621,2634,2621,2634,BLUESKY FM
100071405619W500,100/07-14-056-19W5/00,2634,2706,2634,2706,GETHING FM
100071405619W500,100/07-14-056-19W5/00,2706,2739,2706,2739,FERNIE GRP
